SensorID,Temp,Salinity,PH,NH4,DO,CA,Timestamp
Sensor-33,27.99,0.27,6.51,37.52,10.46,4.85,2025-06-03 02:46:37
Sensor-34,23.31,0.10,7.05,16.74,10.31,5.00,2025-06-03 04:16:35
Sensor-35,36.50,1.98,7.24,89.02,3.77,13.13,2025-06-03 05:08:20
Sensor-36,36.32,1.46,5.16,60.16,2.52,14.22,2025-06-03 01:27:39
Sensor-37,20.06,0.09,6.80,26.24,11.13,8.08,2025-06-02 16:22:18
Sensor-38,20.97,0.21,6.53,31.53,7.30,9.70,2025-06-03 05:26:44
Sensor-39,32.94,1.51,7.04,72.69,4.94,5.92,2025-06-02 11:38:26
Sensor-40,16.52,1.70,4.20,99.49,8.85,14.60,2025-06-02 20:48:17
Sensor-41,29.67,0.04,6.86,4.05,6.12,7.75,2025-06-03 00:47:54
Sensor-42,29.11,0.03,8.10,28.95,7.57,8.69,2025-06-03 01:14:24
Sensor-43,29.69,0.35,8.18,18.84,5.44,8.82,2025-06-02 16:07:20
Sensor-44,27.61,0.11,8.49,34.75,10.37,6.83,2025-06-02 19:25:28
Sensor-45,36.93,0.73,4.56,54.19,8.70,11.13,2025-06-02 12:21:53
Sensor-46,29.71,0.42,6.54,15.58,9.84,9.60,2025-06-02 10:13:21
Sensor-47,35.13,1.81,4.85,56.36,5.54,13.82,2025-06-02 18:31:11
Sensor-48,25.51,0.28,7.83,8.72,6.26,8.05,2025-06-02 14:32:19
Sensor-49,12.99,1.44,7.30,99.30,0.31,1.50,2025-06-03 07:58:38
Sensor-50,21.58,0.41,8.05,47.77,6.97,5.54,2025-06-02 18:16:39
Sensor-51,21.57,0.43,7.83,26.29,7.59,8.74,2025-06-02 13:08:11
Sensor-52,16.85,1.32,5.00,99.51,13.48,3.63,2025-06-02 16:27:06
Sensor-53,14.41,1.22,6.84,68.76,10.77,2.51,2025-06-02 22:50:34
Sensor-54,23.70,1.02,4.03,98.80,5.36,12.37,2025-06-03 05:28:23
Sensor-55,22.51,1.96,9.36,90.43,6.91,6.98,2025-06-02 22:14:06
Sensor-56,23.64,0.01,8.41,8.32,10.24,6.95,2025-06-02 17:50:31
Sensor-57,23.32,0.32,6.70,41.14,5.82,5.62,2025-06-02 12:24:49
Sensor-58,21.46,0.33,7.43,17.51,9.29,9.92,2025-06-02 23:20:33
Sensor-59,20.49,1.36,6.80,89.29,6.51,9.65,2025-06-03 06:10:59
Sensor-60,29.22,0.92,5.25,92.83,14.51,0.31,2025-06-02 11:08:37
Sensor-61,31.61,0.47,7.29,99.44,10.16,8.41,2025-06-02 20:46:40
Sensor-62,34.23,1.85,7.44,76.64,6.40,3.28,2025-06-02 23:39:36
Sensor-63,19.34,1.44,8.80,50.13,0.40,7.30,2025-06-02 10:14:39
Sensor-64,20.76,0.06,7.18,14.94,6.67,7.80,2025-06-03 02:58:28
Sensor-65,23.37,1.52,7.54,67.00,6.21,11.21,2025-06-02 22:37:44
Sensor-66,38.78,1.97,4.48,92.56,7.84,10.06,2025-06-03 03:49:11
Sensor-67,26.67,0.02,6.97,31.78,8.25,9.91,2025-06-03 07:55:04
Sensor-68,26.98,0.10,7.86,38.70,9.43,5.16,2025-06-03 03:22:01
Sensor-69,30.18,1.23,8.43,46.89,11.99,6.26,2025-06-03 06:43:25
Sensor-70,25.52,0.31,7.39,48.35,5.14,9.18,2025-06-02 14:45:09
Sensor-71,20.37,0.04,6.79,33.53,7.80,9.44,2025-06-02 22:36:37
Sensor-72,21.71,0.20,7.23,29.64,7.12,6.54,2025-06-02 10:34:57
Sensor-73,25.50,0.47,6.93,30.48,6.42,5.51,2025-06-02 13:05:55
Sensor-74,26.13,0.30,7.81,6.10,7.60,4.88,2025-06-03 05:22:11
Sensor-75,24.43,1.77,6.90,77.43,13.54,12.91,2025-06-02 10:49:15
Sensor-76,20.96,0.48,7.94,7.71,7.61,3.90,2025-06-02 16:46:06
Sensor-77,36.57,1.01,7.04,75.44,3.80,6.08,2025-06-02 13:13:30
Sensor-78,24.90,0.30,8.15,30.77,6.63,9.23,2025-06-02 22:13:20
Sensor-79,29.51,0.35,7.81,26.29,5.29,8.64,2025-06-03 07:12:27
Sensor-80,24.47,1.57,8.05,45.39,11.81,7.45,2025-06-03 05:17:39
Sensor-81,10.71,0.63,9.44,46.92,3.01,5.28,2025-06-03 00:43:30
Sensor-82,24.91,0.25,8.08,33.11,6.90,7.04,2025-06-03 03:17:49
Sensor-83,21.20,0.17,7.96,39.12,6.61,8.93,2025-06-02 23:41:21
Sensor-84,39.30,1.14,7.12,68.96,7.57,3.41,2025-06-03 02:23:36
Sensor-85,20.48,0.05,7.93,30.49,9.19,4.28,2025-06-03 05:46:35
Sensor-86,38.10,1.47,7.13,44.99,12.01,9.19,2025-06-02 09:48:30
Sensor-87,32.77,1.19,9.93,56.64,14.97,1.85,2025-06-03 00:52:41
Sensor-88,27.70,0.32,7.56,25.36,6.74,7.74,2025-06-02 19:55:30
Sensor-89,28.89,0.74,4.63,72.48,8.56,8.25,2025-06-02 15:25:36
Sensor-90,23.67,0.27,6.54,2.01,11.45,4.00,2025-06-02 11:33:21
Sensor-91,29.93,0.20,6.94,39.33,8.67,7.60,2025-06-03 07:20:48
Sensor-92,25.33,0.10,7.91,40.86,6.73,4.37,2025-06-02 12:44:14
Sensor-93,22.92,0.17,8.03,17.51,6.71,7.84,2025-06-02 15:34:18
Sensor-94,20.23,0.94,3.40,49.15,14.05,3.80,2025-06-02 10:42:10
Sensor-95,24.37,0.37,7.38,34.91,8.98,4.78,2025-06-02 12:36:52
Sensor-96,28.07,0.18,8.04,22.57,8.51,5.80,2025-06-02 17:56:07
Sensor-97,31.68,1.00,7.96,47.01,7.14,11.79,2025-06-02 23:02:22
Sensor-98,28.28,0.35,7.14,7.95,9.90,8.53,2025-06-02 20:27:47
Sensor-99,29.89,0.28,7.33,11.64,9.02,4.92,2025-06-03 06:41:27
Sensor-100,24.98,0.26,8.20,14.21,8.69,8.17,2025-06-02 10:40:00
Sensor-1,20.73,0.27,7.41,41.55,6.83,7.18,2025-06-03 07:48:12
Sensor-2,27.70,0.22,7.49,9.48,5.28,6.03,2025-06-02 23:24:29
Sensor-3,22.30,0.21,8.20,24.69,5.89,4.42,2025-06-03 02:16:30
Sensor-4,29.56,1.56,3.76,57.75,2.51,0.73,2025-06-02 09:31:53
Sensor-5,26.39,0.00,6.50,10.75,9.46,8.56,2025-06-02 10:19:28
Sensor-6,19.94,0.74,3.51,84.59,4.99,11.53,2025-06-02 11:28:43
Sensor-7,25.76,0.47,7.20,30.03,8.93,4.16,2025-06-02 14:02:32
Sensor-8,29.22,1.64,8.88,96.08,1.36,12.67,2025-06-02 22:56:20
Sensor-9,34.13,0.42,9.33,80.90,3.58,9.26,2025-06-03 07:34:00
Sensor-10,25.09,0.01,7.82,37.86,9.23,5.64,2025-06-03 02:27:03
Sensor-11,22.55,0.47,7.72,23.03,8.81,8.06,2025-06-03 03:25:26
Sensor-12,34.46,0.89,3.45,42.71,11.63,7.37,2025-06-02 23:14:55
Sensor-13,24.49,0.37,8.42,49.96,11.13,7.66,2025-06-03 05:39:02
Sensor-14,37.46,0.70,3.35,82.06,10.64,9.08,2025-06-02 18:17:18
Sensor-15,35.60,1.92,8.90,52.29,7.37,11.07,2025-06-02 19:08:05
Sensor-16,25.65,0.03,7.50,37.54,10.27,5.55,2025-06-02 16:14:32
Sensor-17,24.63,0.44,9.44,43.37,2.99,8.59,2025-06-02 16:21:28
Sensor-18,23.19,0.16,7.68,20.12,10.80,5.38,2025-06-03 08:34:47
Sensor-19,22.95,0.28,8.08,39.33,5.83,6.41,2025-06-03 07:15:01
Sensor-20,30.86,1.89,7.49,54.77,14.37,1.03,2025-06-02 21:04:11
Sensor-21,27.09,0.56,4.67,63.42,8.74,13.24,2025-06-03 00:53:31
Sensor-22,24.43,0.24,7.27,49.27,5.41,5.36,2025-06-02 10:27:20
Sensor-23,12.48,1.04,6.17,59.80,7.64,14.37,2025-06-03 09:00:14
Sensor-24,25.62,0.19,8.03,23.21,6.23,3.21,2025-06-03 07:37:10
Sensor-25,17.84,1.09,8.70,68.92,14.24,1.10,2025-06-02 23:55:37
Sensor-26,29.77,0.38,6.62,24.77,9.64,7.48,2025-06-02 10:22:55
Sensor-27,26.17,0.16,6.79,19.88,8.66,9.49,2025-06-02 17:34:56
Sensor-28,27.38,0.74,9.45,87.77,8.04,0.10,2025-06-02 23:05:17
Sensor-29,26.69,0.21,7.05,42.88,10.93,4.23,2025-06-02 22:02:50
Sensor-30,27.02,1.78,8.47,91.16,14.43,11.64,2025-06-02 20:11:42
Sensor-31,36.57,1.67,9.85,46.81,9.21,7.80,2025-06-02 20:57:05
Sensor-32,29.69,0.03,7.81,19.08,7.58,3.84,2025-06-02 14:47:02
Sensor-33,28.96,0.46,7.78,20.91,9.36,4.87,2025-06-03 01:54:41
Sensor-34,34.54,1.94,7.94,94.63,12.77,0.69,2025-06-03 01:21:14
Sensor-35,31.62,0.72,4.99,99.27,10.75,9.09,2025-06-02 11:16:00
Sensor-36,24.30,0.49,6.57,8.49,6.90,9.69,2025-06-02 17:34:27
Sensor-37,23.12,1.53,5.89,49.64,10.26,3.77,2025-06-02 12:57:25
Sensor-38,13.36,1.49,5.18,57.75,8.38,10.80,2025-06-03 04:19:50
Sensor-39,10.73,0.96,5.24,97.97,4.85,3.33,2025-06-03 02:18:11
Sensor-40,15.99,1.57,5.79,96.80,6.88,13.22,2025-06-02 18:09:05
Sensor-41,20.06,0.33,8.10,33.00,8.09,8.22,2025-06-03 09:05:33
Sensor-42,39.41,0.84,5.60,88.96,3.35,14.74,2025-06-03 03:28:11
Sensor-43,15.22,1.05,3.84,97.74,3.38,6.84,2025-06-02 15:33:04
Sensor-44,29.81,0.30,7.06,49.17,11.09,3.48,2025-06-02 19:18:57
Sensor-45,35.70,0.45,4.77,73.41,2.76,7.77,2025-06-03 07:40:25
Sensor-46,23.48,0.28,7.86,34.77,7.99,9.25,2025-06-02 11:38:07
Sensor-47,18.47,1.37,3.80,88.13,8.76,3.77,2025-06-02 15:52:21
Sensor-48,29.60,1.92,5.22,90.04,9.50,13.89,2025-06-02 09:27:19
Sensor-49,23.79,0.34,7.23,30.14,11.12,6.30,2025-06-03 08:41:42
Sensor-50,37.40,1.99,5.19,71.24,10.00,11.68,2025-06-02 10:51:22
Sensor-51,27.56,1.04,3.08,80.57,9.53,2.55,2025-06-02 20:59:43
Sensor-52,24.15,0.78,8.77,82.91,13.49,0.31,2025-06-02 11:13:11
Sensor-53,25.63,0.42,8.40,32.14,9.27,7.13,2025-06-03 00:30:47
Sensor-54,21.41,0.27,6.85,8.77,5.85,4.63,2025-06-03 03:26:34
Sensor-55,15.02,0.60,5.14,42.18,6.08,6.41,2025-06-03 04:04:45
Sensor-56,25.11,1.78,5.19,50.08,3.22,10.41,2025-06-02 11:38:29
Sensor-57,20.55,0.49,7.73,27.62,6.16,7.02,2025-06-02 21:05:21
Sensor-58,14.02,0.82,3.02,90.76,3.69,10.77,2025-06-03 03:53:18
Sensor-59,21.09,0.47,7.06,38.86,8.75,6.97,2025-06-03 08:58:26
Sensor-60,24.77,0.16,6.92,23.61,9.79,7.20,2025-06-02 10:07:49
Sensor-61,24.43,0.42,6.71,24.88,6.68,8.55,2025-06-02 13:39:45
Sensor-62,26.77,0.01,6.58,40.66,10.26,3.62,2025-06-03 01:57:08
Sensor-63,11.12,1.13,7.49,79.86,1.43,4.39,2025-06-03 05:36:41
Sensor-64,26.34,0.83,5.78,94.76,5.86,1.76,2025-06-03 01:37:27
Sensor-65,13.29,1.85,7.15,63.37,4.19,3.26,2025-06-03 04:48:52
Sensor-66,24.81,0.05,6.80,28.34,6.92,5.91,2025-06-02 18:03:39
Sensor-67,10.03,0.72,6.25,92.96,3.55,7.93,2025-06-02 10:16:03
Sensor-68,23.57,0.04,6.98,13.22,7.77,5.76,2025-06-02 13:40:56
Sensor-69,22.93,0.25,7.23,23.32,7.73,8.84,2025-06-03 06:40:11
Sensor-70,20.19,0.21,8.29,10.37,9.80,5.86,2025-06-02 21:36:50
Sensor-71,25.91,0.43,6.98,26.41,6.45,7.42,2025-06-02 14:44:30
Sensor-72,22.02,0.67,3.08,57.56,5.96,6.44,2025-06-03 02:24:45
Sensor-73,18.69,1.82,6.60,67.53,12.29,1.54,2025-06-03 03:32:15
Sensor-74,38.59,1.31,4.05,99.70,6.11,3.82,2025-06-03 05:21:05
Sensor-75,36.90,1.27,9.09,68.86,1.72,2.64,2025-06-03 02:34:45
Sensor-76,22.01,0.84,7.88,97.79,11.39,1.95,2025-06-02 22:37:49
Sensor-77,21.80,1.59,9.79,46.64,11.10,9.99,2025-06-02 14:40:58
Sensor-78,28.64,0.71,5.64,62.26,13.12,8.65,2025-06-02 17:24:15
Sensor-79,31.98,1.73,4.65,42.05,13.45,10.68,2025-06-03 00:42:09
Sensor-80,23.23,0.21,8.02,15.29,6.57,3.97,2025-06-03 00:32:37
Sensor-81,28.16,0.41,8.39,39.79,7.96,9.12,2025-06-02 20:00:45
Sensor-82,23.15,1.69,6.55,46.93,6.04,7.54,2025-06-02 17:45:12
Sensor-83,19.66,0.81,3.06,44.55,3.58,14.79,2025-06-02 11:51:12
Sensor-84,27.87,0.43,8.04,20.20,7.06,5.94,2025-06-02 11:38:20
Sensor-85,27.12,0.48,7.74,49.75,11.06,4.02,2025-06-02 21:43:32
Sensor-86,21.81,0.26,7.46,2.88,6.89,9.08,2025-06-02 23:07:04
Sensor-87,11.86,1.91,4.49,80.73,0.31,5.91,2025-06-03 05:57:50
Sensor-88,30.55,1.11,4.85,73.07,10.01,9.34,2025-06-02 18:09:04
Sensor-89,27.19,0.47,6.57,5.50,8.98,8.69,2025-06-03 08:56:10
Sensor-90,24.57,0.30,7.11,31.55,5.18,7.56,2025-06-02 20:56:44
Sensor-91,28.03,0.46,6.60,26.37,10.46,4.28,2025-06-02 19:30:52
Sensor-92,33.99,1.61,6.21,88.63,3.88,3.75,2025-06-02 20:25:18
Sensor-93,29.92,1.13,9.35,58.29,7.03,4.66,2025-06-03 00:41:06
Sensor-94,37.22,1.17,6.70,69.41,4.40,13.16,2025-06-02 16:18:15
Sensor-95,22.17,0.04,7.40,0.74,7.37,8.64,2025-06-02 12:46:25
Sensor-96,20.60,0.49,7.09,0.07,5.34,9.38,2025-06-02 10:02:51
Sensor-97,29.39,0.06,7.23,15.88,11.31,3.15,2025-06-03 02:39:39
Sensor-98,26.42,0.39,7.95,49.62,10.22,6.41,2025-06-02 10:36:55
Sensor-99,31.32,1.52,9.20,52.05,3.32,0.25,2025-06-03 02:46:34
Sensor-100,29.17,1.59,9.45,94.47,7.97,3.39,2025-06-02 10:32:51
Sensor-1,37.60,1.61,4.43,80.57,14.64,2.52,2025-06-03 08:55:21
Sensor-2,29.04,0.57,6.59,49.74,8.37,9.72,2025-06-02 11:57:40
Sensor-3,20.43,0.09,7.95,38.18,9.23,8.55,2025-06-03 04:24:38
Sensor-4,21.91,0.72,7.97,57.25,9.69,2.66,2025-06-03 04:11:24
Sensor-5,23.59,0.39,7.93,16.78,6.24,5.94,2025-06-02 11:27:51
Sensor-6,32.84,1.98,6.66,93.15,6.36,7.95,2025-06-02 22:48:14
Sensor-7,21.89,0.74,6.05,58.47,8.36,14.57,2025-06-02 11:24:24
Sensor-8,22.20,0.08,7.55,40.85,7.69,3.49,2025-06-02 10:07:46
Sensor-9,20.16,0.18,7.47,32.12,9.71,3.49,2025-06-03 08:47:45
Sensor-10,30.72,1.13,7.57,72.84,1.02,3.41,2025-06-02 11:01:18
Sensor-11,22.34,1.06,8.49,63.10,2.25,2.26,2025-06-02 09:32:17
Sensor-12,28.82,0.10,8.36,7.02,5.39,7.17,2025-06-03 09:20:31
Sensor-13,20.37,0.71,9.47,50.78,11.49,4.32,2025-06-03 08:38:30
Sensor-14,17.13,1.16,4.83,73.10,9.88,2.92,2025-06-02 19:18:23
Sensor-15,28.75,0.02,6.80,40.81,11.33,3.64,2025-06-03 07:34:40
Sensor-16,27.21,0.35,6.94,22.01,9.65,3.36,2025-06-03 06:46:34
Sensor-17,33.00,1.22,7.14,55.72,9.53,8.96,2025-06-02 23:10:48
Sensor-18,38.49,0.90,9.35,83.93,11.75,14.85,2025-06-03 05:49:02
Sensor-19,16.72,0.72,6.77,87.98,9.38,11.69,2025-06-03 07:48:52
Sensor-20,38.27,0.46,9.61,75.44,7.39,1.11,2025-06-03 06:30:37
Sensor-21,24.32,0.44,7.50,22.25,11.39,3.06,2025-06-02 11:10:48
Sensor-22,28.50,0.21,6.96,4.60,7.37,6.10,2025-06-03 09:01:35
Sensor-23,16.91,1.94,6.95,82.34,4.14,1.28,2025-06-03 06:01:21
Sensor-24,21.71,0.30,8.26,42.73,9.53,8.08,2025-06-03 05:05:22
Sensor-25,26.01,0.31,7.36,8.05,9.03,3.11,2025-06-02 15:32:24
Sensor-26,30.59,0.42,3.53,62.46,1.51,14.71,2025-06-02 18:00:12
Sensor-27,27.15,0.22,7.83,40.99,5.78,5.75,2025-06-02 22:27:46
Sensor-28,27.56,0.29,6.81,48.42,9.27,9.91,2025-06-03 05:32:52
Sensor-29,26.65,1.75,9.97,87.89,9.95,5.48,2025-06-03 08:48:27
Sensor-30,34.19,0.59,5.96,50.97,8.87,11.74,2025-06-02 18:01:52
Sensor-31,33.47,0.43,6.73,47.29,4.23,13.44,2025-06-02 10:35:03
Sensor-32,32.60,0.44,7.38,66.24,10.17,2.54,2025-06-02 14:36:35
Sensor-33,27.24,1.78,7.51,81.49,4.03,8.98,2025-06-03 08:28:59
Sensor-34,20.39,1.95,4.81,92.67,10.68,7.93,2025-06-02 13:57:04
Sensor-35,28.46,0.03,7.50,34.04,7.44,9.00,2025-06-02 17:19:19
Sensor-36,25.46,0.29,7.78,34.60,7.14,5.24,2025-06-02 19:05:05
Sensor-37,34.74,0.66,3.31,97.53,12.20,13.03,2025-06-02 18:12:34
Sensor-38,25.14,0.43,8.45,20.87,6.81,7.51,2025-06-02 21:21:53
Sensor-39,10.16,0.41,6.27,85.14,6.89,13.13,2025-06-03 00:37:06
Sensor-40,10.46,1.57,8.16,91.39,3.22,7.45,2025-06-03 05:50:48
Sensor-41,26.24,1.94,5.79,94.82,8.12,0.99,2025-06-02 10:50:39
Sensor-42,22.72,0.37,7.10,33.25,7.55,7.06,2025-06-02 10:06:05
Sensor-43,36.17,1.11,8.70,46.60,5.76,2.99,2025-06-02 16:56:56
Sensor-44,22.74,1.20,7.16,81.30,4.17,13.46,2025-06-02 14:11:22
Sensor-45,26.39,0.45,7.28,82.50,12.07,14.85,2025-06-03 04:36:35
Sensor-46,14.76,0.90,4.82,71.35,7.66,2.83,2025-06-03 06:02:37
Sensor-47,21.75,0.46,6.61,31.64,5.72,7.47,2025-06-02 16:11:33
Sensor-48,27.68,0.12,7.88,17.45,7.85,4.24,2025-06-02 16:43:25
Sensor-49,21.48,0.34,7.64,8.01,7.01,4.92,2025-06-03 04:12:10
Sensor-50,26.47,0.16,7.28,37.37,9.49,8.23,2025-06-03 05:30:19
Sensor-51,22.80,0.15,8.03,42.18,7.05,7.35,2025-06-02 09:52:38
Sensor-52,18.98,1.31,8.79,66.46,13.03,9.59,2025-06-03 05:47:21
Sensor-53,15.15,0.91,4.49,63.26,2.62,13.61,2025-06-02 12:19:41
Sensor-54,23.80,0.44,6.63,2.99,5.92,5.97,2025-06-02 20:29:53
Sensor-55,20.27,0.37,6.55,11.03,10.63,7.25,2025-06-02 19:09:13
Sensor-56,21.94,0.65,4.83,43.40,4.16,10.18,2025-06-03 08:43:43
Sensor-57,30.62,1.37,7.39,53.83,5.60,3.59,2025-06-02 17:17:17
Sensor-58,23.88,0.05,6.78,44.69,8.27,7.65,2025-06-02 21:02:36
Sensor-59,22.12,0.09,7.12,18.84,7.57,8.44,2025-06-02 18:24:45
Sensor-60,22.22,1.03,9.66,66.59,11.75,2.86,2025-06-02 11:50:32
Sensor-61,21.07,0.11,7.28,14.38,10.53,4.28,2025-06-03 06:08:13
Sensor-62,28.35,0.10,8.39,7.42,7.23,7.75,2025-06-02 16:15:51
Sensor-63,13.95,1.51,3.27,75.00,2.59,7.47,2025-06-03 07:41:43
Sensor-64,27.10,0.17,8.15,40.56,9.64,8.44,2025-06-02 11:37:06
Sensor-65,22.61,0.13,6.53,44.46,6.99,8.61,2025-06-03 00:39:34
Sensor-66,26.41,0.08,7.57,19.73,11.56,7.06,2025-06-03 07:39:04
Sensor-67,20.92,0.21,7.74,48.15,8.14,3.27,2025-06-02 13:58:42
Sensor-68,27.02,0.38,7.36,37.98,11.30,5.99,2025-06-02 11:20:05
Sensor-69,20.18,1.16,4.67,92.94,14.82,3.60,2025-06-03 02:38:36
Sensor-70,22.79,0.06,7.70,4.69,9.79,6.76,2025-06-02 22:53:17
Sensor-71,24.00,0.46,6.89,4.25,6.17,8.28,2025-06-02 21:03:21
Sensor-72,27.09,1.18,9.21,54.81,0.44,0.35,2025-06-02 22:01:53
Sensor-73,21.19,0.43,7.07,25.97,11.35,7.41,2025-06-02 18:59:52
Sensor-74,29.53,0.82,8.71,43.54,0.20,2.89,2025-06-03 03:50:58
Sensor-75,25.46,0.28,8.21,3.41,5.69,8.39,2025-06-02 23:53:04
Sensor-76,36.96,1.22,3.10,63.58,8.58,9.27,2025-06-03 05:39:41
Sensor-77,23.33,0.16,7.14,31.28,5.20,5.06,2025-06-02 16:53:07
Sensor-78,17.42,0.95,6.41,53.82,9.37,4.33,2025-06-03 04:56:15
Sensor-79,24.09,0.65,3.42,65.13,7.41,7.12,2025-06-02 09:58:54
Sensor-80,26.45,1.11,4.22,94.20,12.19,11.62,2025-06-02 22:52:09
Sensor-81,20.60,0.20,7.30,35.00,8.57,8.15,2025-06-02 18:18:59
Sensor-82,25.33,0.40,6.66,7.52,8.70,8.34,2025-06-03 06:35:53
Sensor-83,21.85,0.28,7.90,15.81,5.06,8.37,2025-06-02 17:39:15
Sensor-84,22.13,0.47,7.46,77.81,2.87,6.15,2025-06-02 19:22:41
Sensor-85,34.95,1.08,5.80,78.94,14.65,11.51,2025-06-03 01:27:16
Sensor-86,35.33,0.90,5.92,51.70,4.08,9.63,2025-06-03 00:25:07
Sensor-87,28.43,0.25,7.36,32.14,10.60,9.38,2025-06-02 13:42:38
Sensor-88,33.17,0.57,4.05,82.50,13.69,3.84,2025-06-02 22:37:16
Sensor-89,23.37,1.29,8.15,89.76,0.27,6.16,2025-06-02 23:50:28
Sensor-90,37.91,1.27,9.86,98.59,5.23,0.64,2025-06-02 11:57:56
Sensor-91,26.54,0.36,6.52,38.99,9.04,5.90,2025-06-03 07:42:29
Sensor-92,27.60,0.40,7.02,48.52,10.90,6.61,2025-06-03 00:53:50
Sensor-93,21.25,0.04,7.70,15.14,8.98,9.20,2025-06-03 05:05:43
Sensor-94,26.18,0.23,8.26,16.40,10.30,8.53,2025-06-02 19:00:42
Sensor-95,24.79,0.14,6.70,3.08,6.82,8.02,2025-06-03 05:10:25
Sensor-96,23.36,0.10,6.75,11.96,6.09,7.15,2025-06-03 00:22:12
Sensor-97,29.23,0.28,8.49,28.50,8.12,7.57,2025-06-03 03:17:11
Sensor-98,28.93,0.27,8.40,30.41,7.28,4.78,2025-06-02 21:20:07
Sensor-99,18.39,1.08,4.43,56.13,4.50,8.47,2025-06-02 11:21:54
Sensor-100,23.16,0.32,7.90,1.91,8.97,9.66,2025-06-02 17:37:00
Sensor-1,20.23,1.13,4.54,85.79,5.48,9.45,2025-06-02 13:59:06
Sensor-2,29.85,0.46,6.60,11.17,6.40,8.54,2025-06-03 09:20:38
Sensor-3,29.74,0.35,7.14,42.45,11.08,9.12,2025-06-02 15:53:19
Sensor-4,26.56,0.08,6.55,17.50,9.86,5.48,2025-06-03 06:00:20
Sensor-5,39.82,1.25,9.94,81.75,5.80,14.11,2025-06-02 22:09:04
Sensor-6,28.60,1.36,9.58,61.94,10.22,7.59,2025-06-02 11:44:27
Sensor-7,21.88,0.31,7.19,7.66,6.30,8.95,2025-06-03 02:53:57
Sensor-8,15.21,1.52,8.40,52.21,3.04,14.61,2025-06-02 17:33:40
Sensor-9,25.26,0.37,7.18,17.50,8.94,7.88,2025-06-02 15:11:26
Sensor-10,26.38,1.27,4.70,95.22,8.02,6.26,2025-06-03 08:15:05
Sensor-11,23.45,0.28,6.94,29.85,7.42,9.68,2025-06-02 11:54:10
Sensor-12,26.38,0.59,9.98,64.42,4.86,3.04,2025-06-02 15:06:43
Sensor-13,24.82,0.06,6.81,23.37,7.40,9.05,2025-06-03 07:11:59
Sensor-14,29.31,0.38,8.33,24.33,6.86,8.65,2025-06-02 13:17:32
Sensor-15,20.21,0.40,8.15,31.97,5.31,8.11,2025-06-03 04:54:34
Sensor-16,20.80,0.16,7.04,38.12,5.04,5.50,2025-06-02 13:34:28
Sensor-17,20.37,0.28,8.16,32.36,8.86,7.33,2025-06-02 15:36:30
Sensor-18,27.48,0.29,8.10,41.21,7.36,6.31,2025-06-03 05:49:15
Sensor-19,22.49,1.60,4.45,88.31,12.24,6.48,2025-06-03 01:10:48
Sensor-20,23.11,0.28,7.17,24.70,9.88,6.08,2025-06-03 08:08:51
Sensor-21,12.54,0.55,5.54,71.23,1.86,4.24,2025-06-03 02:41:16
Sensor-22,27.84,0.48,8.24,48.14,11.69,5.97,2025-06-03 00:00:14
Sensor-23,23.73,0.30,7.79,16.89,5.83,6.93,2025-06-02 11:03:39
Sensor-24,21.31,0.29,7.94,17.00,11.63,7.02,2025-06-02 13:59:05
Sensor-25,28.43,0.37,8.32,24.95,10.38,9.26,2025-06-03 03:12:42
Sensor-26,37.50,0.89,5.16,67.05,12.58,3.97,2025-06-03 04:50:49
Sensor-27,33.72,1.41,7.69,42.32,6.53,6.11,2025-06-02 09:45:49
Sensor-28,21.87,0.17,7.61,25.35,11.44,5.98,2025-06-02 17:48:42
Sensor-29,26.78,0.47,7.17,11.50,9.29,3.13,2025-06-03 04:06:17
Sensor-30,24.12,0.28,7.15,32.17,10.49,8.91,2025-06-02 11:50:56
Sensor-31,35.97,0.93,9.79,47.97,11.76,13.48,2025-06-02 12:34:53
Sensor-32,27.81,0.40,7.50,49.12,5.89,9.89,2025-06-02 15:40:30
Sensor-33,12.31,1.01,5.48,64.68,3.19,6.83,2025-06-02 22:00:06
Sensor-34,29.64,0.10,7.47,49.02,11.82,3.36,2025-06-03 02:05:31
Sensor-35,12.25,1.56,7.65,58.62,12.46,12.81,2025-06-03 07:27:29
Sensor-36,33.18,1.51,7.18,44.51,0.84,3.69,2025-06-03 05:23:08
Sensor-37,37.99,1.40,4.38,80.79,11.94,10.00,2025-06-03 01:25:04
Sensor-38,20.78,0.25,7.01,26.04,11.40,7.83,2025-06-02 18:35:54
Sensor-39,30.30,0.69,8.22,54.35,2.24,4.25,2025-06-02 12:54:31
Sensor-40,10.97,0.93,3.39,71.10,12.76,9.81,2025-06-03 05:28:49
Sensor-41,22.28,0.53,5.33,51.41,0.62,2.89,2025-06-02 19:49:16
Sensor-42,24.44,1.86,5.54,61.78,12.56,14.32,2025-06-03 07:08:25
Sensor-43,21.14,0.50,7.83,7.12,9.19,8.23,2025-06-02 17:11:14
Sensor-44,17.24,1.38,8.07,41.07,8.39,8.90,2025-06-02 11:39:19
Sensor-45,11.29,1.12,6.24,78.52,11.75,12.06,2025-06-02 09:43:17
Sensor-46,34.83,0.68,4.65,77.01,12.74,8.33,2025-06-03 00:26:20
Sensor-47,24.68,0.57,4.44,68.58,9.60,8.41,2025-06-02 09:32:57
Sensor-48,24.62,0.16,7.73,10.97,11.01,4.75,2025-06-03 08:36:46
Sensor-49,20.13,0.42,6.99,47.51,9.82,4.96,2025-06-02 16:09:38
